12188457,12188590,12103003,12103240,12289144,12289320
14195938,14196103,14111010,14111243,14297741,14298439
84443901,84444077,84358539,84358714,84544837,84545716
86519990,86520094,86435026,86435174,86621366,86622128
87187920,87188024,87102552,87102771,87288814,87289457
