60287489,60287685,60213582,60213827,60308320,60308477
60937169,60937269,60863162,60863345,60958289,60958481
61589843,61590004,61515868,61516071,61610538,61610781
62233067,62233301,62160279,62160445,62254920,62255166
62857559,62857855,62783842,62784175,62880602,62880955
