47886417,47886840,47904119,47904937,48089994,48090980
63128690,63128802,63145435,63146184,63330734,63331293
199133179,199133303,199150455,199151160,199335843,199336555
290336396,290336518,290353023,290353642,290538396,290539106
291642272,291642377,291659293,291660556,291845115,291845833
